card_name,nf_qty,f_qty,is_bulk
muddle the mixture,0,NA,NA
mul daya channelers,1,NA,NA
mulldrifter,2,NA,NA
multiform wonder,0,NA,NA
murasa ranger,NA,NA,TRUE
murder,0,NA,NA
murder investigation,3,NA,NA
murderer's axe,NA,NA,TRUE
murderous betrayal,1,NA,NA
murderous compulsion,3,NA,NA
murderous cut,2,NA,NA
murk dwellers,NA,NA,TRUE
murk strider,NA,NA,TRUE
murkfiend liege,1,NA,NA
murmuring phantasm,5,NA,NA
mutilate,0,NA,NA
mwonvuli beast tracker,1,NA,NA
mycoid shepherd,1,NA,NA
myr adapter,0,NA,NA
myr battlesphere,0,NA,NA
myriad landscape,0,NA,NA
mystic barrier,0,NA,NA
mystic genesis,1,NA,NA
mystic meditation,NA,NA,TRUE
mystic monastery,3,NA,NA
mystic of the hidden way,NA,NA,TRUE
mystic remora,1,NA,NA
mystic retrieval,3,NA,NA
mystic snake,1,NA,NA
mystic visionary,NA,NA,TRUE
mystic zealot,NA,NA,TRUE
myth realized,1,NA,NA
nafs asp,NA,NA,TRUE
nagging thoughts,2,NA,NA
nantuko calmer,NA,NA,TRUE
nantuko disciple,NA,NA,TRUE
nantuko husk,4,NA,NA
nantuko tracer,1,NA,NA
narset transcendent,1,NA,NA
nath of the gilt-leaf,1,NA,NA
natural connection,3,NA,NA
naturalize,10,NA,NA
nature's claim,4,NA,NA
nature's lore,4,NA,NA
nature's panoply,NA,NA,TRUE
nav squad commandos,NA,NA,TRUE
naya soulbeast,1,NA,NA
nearheath chaplain,NA,NA,TRUE
nearheath pilgrim,2,NA,NA
nearheath stalker,2,NA,NA
necra disciple,NA,NA,TRUE
necrite,NA,NA,TRUE
necrobite,2,NA,NA
necrogen scudder,NA,NA,TRUE
necrogenesis,2,NA,NA
necromancer's assistant,NA,NA,TRUE
necromancer's stockpile,1,NA,NA
necromantic summons,0,NA,NA
necromaster dragon,2,NA,NA
necropolis fiend,1,NA,NA
negate,0,NA,NA
neglected heirloom,2,NA,NA
nemesis of mortals,1,NA,NA
nephalia academy,1,NA,NA
nephalia drownyard,1,NA,NA
nephalia moondrakes,2,NA,NA
nephalia seakite,4,NA,TRUE
nessian asp,4,NA,NA
nessian courser,NA,NA,TRUE
nessian demolok,4,NA,NA
nessian game warden,4,NA,NA
nest invader,1,NA,NA
netcaster spider,NA,NA,TRUE
netter en-dal,NA,NA,TRUE
nettle drone,0,NA,NA
neutralizing blast,2,NA,NA
nevinyrral's disk,0,NA,NA
new benalia,0,NA,NA
new prahv guildmage,2,NA,NA
niblis of dusk,NA,NA,TRUE
niblis of the breath,3,NA,NA
niblis of the mist,NA,NA,TRUE
night dealings,1,NA,NA
night market aeronaut,NA,NA,TRUE
night market guard,1,NA,TRUE
night market lookout,1,NA,NA
nightfire giant,NA,NA,TRUE
nighthowler,1,NA,NA
nightmare,1,NA,NA
nightmarish end,4,NA,NA
nightscape familiar,1,NA,NA
nightshade peddler,1,NA,NA
nightsnare,NA,NA,TRUE
nightveil specter,1,NA,NA
nightwing shade,NA,NA,TRUE
nim replica,NA,NA,TRUE
nimbus naiad,3,1,NA
nimbus of the isles,NA,NA,TRUE
nimbus swimmer,1,NA,NA
nirkana assassin,NA,NA,TRUE
"nissa, voice of zendikar",1,NA,NA
"nissa, worldwaker",1,NA,NA
nissa's expedition,3,NA,NA
nissa's judgment,NA,NA,TRUE
nissa's pilgrimage,3,NA,NA
nissa's revelation,2,NA,NA
nivix barrier,NA,NA,TRUE
nivix cyclops,4,NA,NA
nivix guildmage,3,NA,NA
nivmagus elemental,2,NA,NA
"niv-mizzet, the firemind",1,NA,NA
nobilis of war,2,NA,NA
noble quarry,1,NA,NA
noble templar,NA,NA,TRUE
noggle ransacker,1,NA,NA
nomad outpost,2,NA,NA
nomad stadium,1,NA,NA
noose constrictor,2,NA,NA
not forgotten,3,NA,NA
notion thief,3,NA,NA
nourish,NA,NA,TRUE
"noyan dar, roil shaper",1,1,NA
null caller,NA,NA,TRUE
nullify,4,NA,NA
nullmage advocate,2,NA,NA
nurturing licid,NA,NA,TRUE
"nykthos, shrine to nyx",0,NA,NA
nylea's disciple,4,NA,NA
nylea's emissary,1,NA,NA
nylea's presence,4,NA,NA
nyx infusion,NA,NA,TRUE
nyx weaver,5,NA,NA
nyxborn eidolon,NA,NA,TRUE
nyxborn rollicker,4,NA,NA
nyxborn shieldmate,4,NA,NA
nyxborn triton,4,NA,NA
nyxborn wolf,4,NA,NA
nyx-fleece ram,2,NA,NA
oak street innkeeper,4,NA,NA
oaken brawler,NA,NA,TRUE
oakheart dryads,NA,NA,TRUE
oasis,NA,NA,TRUE
oath of chandra,1,NA,NA
oath of gideon,1,NA,NA
oath of jace,2,1,NA
oath of nissa,1,NA,NA
oath of the ancient wood,1,NA,NA
"ob nixilis, unshackled",0,NA,NA
obelisk of grixis,1,NA,NA
obelisk of urd,1,NA,NA
oblivion ring,1,NA,NA
oblivion strike,4,NA,NA
obscuring aether,3,NA,NA
observant alseid,4,NA,NA
obsessive skinner,NA,NA,TRUE
"obzedat, ghost council",1,NA,NA
obzedat's aid,1,NA,NA
ocular halo,NA,NA,TRUE
"odric, lunarch marshal",2,NA,NA
"odric, master tactician",1,NA,NA
odunos river trawler,2,NA,NA
ogre jailbreaker,NA,NA,TRUE
ogre taskmaster,NA,NA,TRUE
ogre warrior,NA,NA,TRUE
ojutai interceptor,NA,NA,TRUE
ojutai monument,1,NA,NA
"ojutai, soul of winter",1,NA,NA
ojutai's breath,4,NA,NA
ojutai's command,1,NA,NA
ojutai's summons,4,NA,NA
olivia's bloodsworn,2,NA,NA
"oloro, ageless ascetic",1,NA,NA
omenspeaker,4,NA,NA
"omnath, locus of rage",1,NA,NA
omniscience,0,NA,NA
ondu champion,3,NA,NA
ondu giant,2,NA,NA
ondu greathorn,NA,NA,TRUE
ondu rising,1,NA,NA
ondu war cleric,NA,NA,TRUE
one dozen eyes,1,NA,NA
one thousand lashes,1,NA,NA
one-eyed scarecrow,0,NA,TRUE
ongoing investigation,3,NA,NA
ooze flux,2,NA,NA
opal caryatid,1,NA,NA
opal champion,1,NA,NA
opal gargoyle,1,NA,NA
opal lake gatekeepers,NA,NA,TRUE
opal palace,0,NA,NA
opal titan,1,NA,NA
opaline unicorn,4,NA,NA
open the armory,1,NA,NA
open the vaults,1,NA,NA
opportunity,3,NA,NA
oppressive rays,4,NA,NA
opulent palace,4,NA,NA
oracle of bones,1,NA,NA
oracle of dust,3,NA,NA
oracle of mul daya,1,NA,NA
oracle's attendants,NA,NA,TRUE
oracle's insight,2,1,NA
oran-rief invoker,NA,NA,TRUE
orator of ojutai,NA,NA,TRUE
orbs of warding,0,NA,NA
orchard spirit,NA,NA,TRUE
orcish captain,NA,NA,TRUE
orcish farmer,1,NA,NA
orcish oriflamme,NA,NA,TRUE
orcish spy,NA,NA,TRUE
orcish veteran,NA,NA,TRUE
ordeal of erebos,NA,NA,TRUE
ordeal of heliod,3,NA,NA
ordeal of nylea,3,NA,NA
ordeal of thassa,2,NA,NA
order of succession,1,NA,NA
oreskos sun guide,NA,NA,TRUE
oreskos swiftclaw,NA,NA,TRUE
orim's touch,NA,NA,TRUE
ornamental courage,2,NA,NA
ornitharch,NA,NA,TRUE
ornithopter,4,NA,NA
orochi leafcaller,1,NA,NA
orochi sustainer,1,NA,NA
orzhov basilica,3,NA,NA
orzhov charm,5,NA,NA
orzhov cluestone,5,NA,NA
orzhov guildgate,18,NA,NA
orzhov keyrune,2,NA,NA
orzhov signet,1,NA,NA
otherworld atlas,2,NA,NA
outland boar,NA,NA,TRUE
outnumber,2,NA,NA
outwit,1,NA,NA
ovalchase daredevil,NA,NA,TRUE
overeager apprentice,NA,NA,TRUE
overgrown battlement,1,NA,NA
overload,NA,NA,TRUE
overrule,1,NA,NA
overrun,0,NA,NA
oversoul of dusk,1,NA,NA
overwhelm,1,NA,NA
overwhelming stampede,0,NA,NA
pacification array,1,NA,NA
pacifism,3,NA,NA
pack guardian,NA,NA,TRUE
pain seer,1,NA,NA
painful truths,1,NA,NA
palace familiar,4,NA,NA
palace siege,0,NA,NA
pale rider of trostad,NA,NA,TRUE
palladium myr,1,NA,NA
palliation accord,1,NA,NA
panacea,NA,NA,TRUE
panharmonicon,1,NA,NA
panic,2,NA,NA
paragon of eternal wilds,1,NA,NA
paragon of fierce defiance,2,NA,NA
paragon of gathering mists,1,NA,NA
paragon of new dawns,1,NA,NA
paragon of open graves,2,NA,NA
parallel lives,0,NA,NA
paralyze,NA,NA,TRUE
paralyzing grasp,4,NA,NA
paranoid delusions,5,NA,NA
paranoid parish-blade,NA,NA,TRUE
paraselene,2,NA,NA
pardic collaborator,NA,NA,TRUE
pardic firecat,NA,NA,TRUE
patagia golem,NA,NA,TRUE
path of bravery,1,NA,NA
pathbreaker wurm,1,NA,NA
pathmaker initiate,NA,NA,TRUE
patron of the valiant,2,NA,NA
patron of the wild,NA,NA,TRUE
pay no heed,NA,NA,TRUE
peak eruption,4,NA,NA
pearled unicorn,NA,NA,TRUE
peat bog,1,NA,NA
peel from reality,1,NA,NA
peer pressure,1,NA,NA
pelakka wurm,4,NA,NA
pensive minotaur,NA,NA,TRUE
penumbra bobcat,NA,NA,TRUE
peppersmoke,1,NA,NA
peregrination,3,NA,NA
perilous predicament,1,NA,NA
perilous shadow,NA,NA,TRUE
perilous vault,1,NA,NA
perplex,1,NA,NA
perplexing chimera,1,NA,NA
pestermite,1,NA,NA
pestilence,2,NA,NA
petrahydrox,NA,NA,TRUE
phantasmal abomination,1,NA,NA
phantasmal bear,0,NA,NA
phantasmal dragon,1,NA,NA
phantasmal terrain,1,NA,NA
phantom general,1,NA,NA
phantom warrior,4,NA,NA
pharagax giant,4,NA,NA
"pharika, god of affliction",1,NA,NA
pharika's chosen,NA,NA,TRUE
pharika's cure,0,NA,NA
pharika's disciple,NA,NA,TRUE
phelddagrif,1,NA,NA
"phenax, god of deception",1,NA,NA
pheres-band centaurs,NA,NA,TRUE
pheres-band raiders,NA,NA,TRUE
pheres-band thunderhoof,NA,NA,TRUE
pheres-band tromper,NA,NA,TRUE
pheres-band warchief,3,NA,NA
phthisis,1,NA,NA
phyrexian bloodstock,NA,NA,TRUE
phyrexian gargantua,0,NA,NA
phyrexian hulk,NA,NA,TRUE
phyrexian ingester,2,NA,NA
phyrexian revoker,2,NA,NA
phyrexian slayer,NA,NA,TRUE
phytoburst,4,NA,NA
phytotitan,1,NA,NA
pia and kiran nalaar,1,NA,NA
pick the brain,NA,NA,TRUE
pieces of the puzzle,0,NA,NA
piety,NA,NA,TRUE
pikemen,2,NA,NA
pilfered plans,4,NA,NA
pilgrim of the fires,NA,NA,TRUE
pilgrim of virtue,NA,NA,TRUE
pilgrim's eye,0,NA,NA
pillar of light,3,NA,NA
pillar of war,NA,NA,TRUE
pillarfield ox,NA,NA,TRUE
pillory of the sleepless,1,NA,NA
pin to the earth,NA,NA,TRUE
pine walker,NA,NA,TRUE
pinion feast,NA,NA,TRUE
pinnacle of rage,NA,NA,TRUE
pious evangel,1,NA,NA
pit fight,5,NA,NA
pit scorpion,NA,NA,TRUE
pitchburn devils,NA,NA,TRUE
pitiless horde,2,NA,NA
plague rats,2,NA,NA
plague wind,0,NA,NA
plagued rusalka,1,NA,NA
planar cleansing,1,NA,NA
planar outburst,3,NA,NA
plasm capture,4,NA,NA
plated crusher,1,NA,NA
plaxcaster frogling,2,NA,NA
plaxmanta,1,NA,NA
plea for guidance,1,NA,NA
plumes of peace,1,NA,NA
plummet,3,NA,NA
polis crusher,2,NA,NA
pollenbright wings,2,NA,NA
polymorphous rush,2,NA,NA
ponder,1,NA,NA
pongify,1,NA,NA
pontiff of blight,0,NA,NA
ponyback brigade,4,NA,NA
pore over the pages,0,NA,NA
port town,1,NA,NA
portent of betrayal,4,NA,NA
possessed skaab,3,NA,NA
possibility storm,2,NA,NA
power leak,NA,NA,TRUE
prakhata club security,NA,NA,TRUE
prakhata pillar-bug,NA,NA,TRUE
precinct captain,2,NA,NA
precise strike,NA,NA,TRUE
precursor golem,1,NA,NA
"predator, flagship",0,NA,NA
predator's gambit,NA,NA,TRUE
predator's rapport,4,NA,NA
predatory advantage,1,NA,NA
predatory rampage,1,NA,NA
preeminent captain,1,NA,NA
preordain,1,NA,NA
prescient chimera,3,1,NA
press for answers,NA,NA,TRUE
press the advantage,NA,NA,TRUE
pressure point,NA,NA,TRUE
prey upon,1,NA,NA
price of knowledge,0,NA,NA
prickleboar,NA,NA,TRUE
priest of iroas,NA,NA,TRUE
priest of the blood rite,1,NA,NA
priest of titania,1,NA,NA
primal clay,NA,NA,TRUE
primal rage,1,NA,NA
primal surge,1,NA,NA
primal visitation,NA,NA,TRUE
primordial sage,1,NA,NA
prism ring,0,NA,NA
prismatic strands,NA,NA,TRUE
pristine skywise,1,NA,NA
prized elephant,NA,NA,TRUE
probe,1,NA,NA
processor assault,4,NA,NA
profane memento,2,NA,NA
profit // loss,NA,NA,TRUE
profound journey,1,1,NA
prognostic sphinx,2,NA,NA
prohibit,NA,NA,TRUE
propaganda,1,NA,NA
prophet of distortion,1,NA,NA
prophet of kruphix,1,NA,NA
prophetic prism,7,NA,NA
prosperity,3,NA,NA
protect // serve,NA,NA,TRUE
prototype portal,1,NA,NA
prowess of the fair,1,NA,NA
prowler's helm,4,NA,NA
psychic drain,1,NA,NA
psychic intrusion,2,NA,NA
psychic puppetry,NA,NA,TRUE
psychic rebuttal,2,NA,NA
psychic spiral,2,NA,NA
psychic strike,4,NA,NA
psychotic haze,NA,NA,TRUE
pull from the deep,1,NA,NA
pulse tracker,1,NA,NA
puncturing light,NA,NA,TRUE
punish the enemy,NA,NA,TRUE
purge the profane,4,NA,NA
purity,1,NA,NA
purphoros's emissary,3,NA,NA
pursue glory,NA,NA,TRUE
pursuit of flight,NA,NA,TRUE
putrefy,2,NA,NA
putrid raptor,NA,NA,TRUE
pyre hound,4,NA,NA
pyreheart wolf,3,NA,NA
pyrite spellbomb,1,NA,NA
pyroclasm,1,NA,NA
pyroconvergence,1,NA,NA
pyromancer's goggles,1,NA,NA
pyrotechnics,NA,NA,TRUE
pyxis of pandemonium,1,NA,NA
qal sisma behemoth,NA,NA,TRUE
qarsi deceiver,1,NA,NA
qarsi sadist,NA,NA,TRUE
quag sickness,4,NA,NA
quarantine field,1,NA,NA
quest for ula's temple,1,NA,NA
quick sliver,1,NA,NA
quicken,2,NA,NA
quickling,1,NA,NA
quiet contemplation,1,NA,NA
quiet purity,1,NA,NA
quiet speculation,NA,NA,TRUE
quilled wolf,NA,NA,TRUE
rabid bite,5,NA,NA
rabid bloodsucker,NA,NA,TRUE
rabid elephant,NA,NA,TRUE
rabid wolverines,NA,NA,TRUE
racecourse fury,NA,NA,TRUE
"radha, heir to keld",1,NA,NA
radiant fountain,6,NA,NA
radjan spirit,NA,NA,TRUE
rage of purphoros,NA,NA,TRUE
rageblood shaman,2,NA,NA
ragemonger,3,NA,NA
raging poltergeist,NA,NA,TRUE
raiders' spoils,2,NA,NA
rain of blades,NA,NA,TRUE
rain of thorns,2,NA,NA
raise dead,2,NA,NA
raise the alarm,1,NA,NA
raised by wolves,3,NA,NA
rakdos cackler,2,NA,NA
rakdos carnarium,3,NA,NA
rakdos cluestone,5,NA,NA
rakdos drake,3,NA,NA
rakdos guildgate,17,NA,NA
rakdos keyrune,2,NA,NA
rakdos ragemutt,2,NA,NA
rakdos riteknife,1,NA,NA
rakdos shred-freak,3,NA,NA
rakdos signet,1,NA,NA
rakdos's return,1,NA,NA
rakshasa gravecaller,1,NA,NA
rakshasa vizier,2,NA,NA
rakshasa's disdain,5,NA,NA
rakshasa's secret,NA,NA,TRUE
ral zarek,2,NA,NA
rally the peasants,1,NA,NA
rally the righteous,1,NA,NA
ramosian rally,NA,NA,TRUE
rampaging baloths,1,NA,NA
rampant growth,4,NA,NA
ramroller,NA,NA,TRUE
rancid rats,1,NA,TRUE
rancor,1,NA,NA
ranger's guile,4,NA,NA
ranger's path,2,NA,NA
rapid hybridization,0,NA,NA
ratchet bomb,1,NA,NA
rats' feast,NA,NA,TRUE
ravaging blaze,1,NA,NA
raven familiar,1,NA,NA
ravenous baloth,0,NA,NA
ravenous bloodseeker,NA,NA,TRUE
ravenous demon,1,NA,NA
ravenous leucrocota,NA,NA,TRUE
ravenous rats,5,NA,NA
ray of dissolution,4,NA,NA
ray of revelation,4,NA,NA
razor hippogriff,1,NA,NA
razorfoot griffin,NA,NA,TRUE
reach of shadows,NA,NA,TRUE
reach through mists,1,NA,NA
read the bones,3,NA,NA
reality hemorrhage,1,NA,NA
realmwright,1,NA,NA
reap the seagraf,4,NA,NA
reap what is sown,3,NA,NA
reaper of flight moonsilver,NA,NA,TRUE
reaper of the wilds,1,NA,NA
reaping the graves,1,NA,NA
reassembling skeleton,1,0,NA
reave soul,NA,NA,TRUE
reaver drone,NA,NA,TRUE
rebuke,1,NA,NA
reckless brute,NA,NA,TRUE
reckless bushwhacker,1,NA,NA
reckless charge,1,NA,NA
reckless cohort,NA,NA,TRUE
reckless imp,NA,NA,TRUE
reckless reveler,4,NA,NA
reckless scholar,2,NA,NA
reckless waif,1,NA,NA
reclaim,3,NA,NA
reclaiming vines,4,NA,NA
reclamation sage,2,NA,NA
reclusive artificer,1,NA,NA
reconstruction,1,NA,NA
recoup,1,NA,NA
recuperate,NA,NA,TRUE
red elemental blast,2,NA,NA
redeem,NA,NA,TRUE
redeem the lost,1,NA,NA
reduce in stature,3,NA,NA
reduce to ashes,NA,NA,TRUE
reduce to dreams,1,NA,NA
redwood treefolk,NA,NA,TRUE
reef pirates,NA,NA,TRUE
reef worm,1,NA,NA
reflexes,NA,NA,TRUE
refocus,2,NA,NA
regathan firecat,NA,NA,TRUE
regeneration,2,NA,NA
regress,1,NA,NA
relentless skaabs,1,NA,NA
relic of progenitus,2,NA,NA
relic seeker,2,NA,NA
reliquary tower,0,NA,NA
remote isle,1,NA,NA
remove soul,0,NA,NA
render silent,3,NA,NA
rending volley,2,NA,NA
renegade's getaway,NA,NA,TRUE
renounce the guilds,1,NA,NA
renowned weaponsmith,4,NA,NA
renowned weaver,NA,NA,TRUE
repentant blacksmith,NA,NA,TRUE
reprisal,3,NA,NA
repulse,1,NA,NA
requiem angel,1,NA,NA
rescue from the underworld,4,NA,NA
research assistant,NA,NA,TRUE
reservoir walker,NA,NA,TRUE
resolute blademaster,1,NA,NA
rest in peace,1,NA,NA
restless apparition,3,NA,NA
restock,1,NA,NA
restore,1,NA,NA
restore the peace,2,NA,NA
resupply,NA,NA,TRUE
retraction helix,4,NA,NA
retreat to coralhelm,3,NA,NA
retreat to emeria,3,NA,NA
retreat to hagra,3,NA,NA
retreat to kazandu,1,NA,NA
retreat to valakut,3,NA,NA
retribution of the ancients,1,NA,NA
return to the earth,4,NA,NA
returned centaur,NA,NA,TRUE
returned phalanx,NA,NA,TRUE
returned reveler,NA,NA,TRUE
revealing wind,NA,NA,TRUE
revel of the fallen god,3,NA,NA
revenant,1,NA,NA
revenant patriarch,NA,NA,TRUE
reverberate,1,NA,NA
reverent hunter,1,NA,NA
reverent silence,1,NA,NA
reverse engineer,1,NA,NA
revive,2,NA,NA
reviving melody,4,NA,NA
revoke existence,4,NA,NA
revolutionary rebuff,0,NA,NA
reward the faithful,NA,NA,TRUE
rhox brute,NA,NA,TRUE
rhox maulers,NA,NA,TRUE
ribbon snake,NA,NA,TRUE
ribbons of night,NA,NA,TRUE
riddle of lightning,2,NA,NA
riddlesmith,1,NA,NA
ride down,3,NA,NA
riders of gavony,1,NA,NA
ridgeline rager,NA,NA,TRUE
righteous authority,2,NA,NA
righteous charge,NA,NA,TRUE
ring of evos isle,2,NA,NA
ring of kalonia,1,NA,NA
ring of xathrid,2,NA,NA
ringskipper,NA,NA,TRUE
ringwarden owl,NA,NA,TRUE
riot control,4,NA,NA
riot devils,NA,NA,TRUE
riot gear,NA,NA,TRUE
riot piker,4,NA,NA
riot ringleader,4,NA,NA
riparian tiger,1,NA,NA
riptide chimera,1,1,NA
riptide survivor,2,NA,NA
rise from the tides,1,NA,NA
rise of eagles,4,NA,NA
rise to the challenge,1,NA,NA
risen executioner,1,NA,NA
risen sanctuary,3,NA,NA
rite of replication,1,NA,NA
rite of ruin,1,NA,NA
rite of the serpent,NA,NA,TRUE
rite of undoing,NA,NA,TRUE
rites of flourishing,1,NA,NA
rites of initiation,NA,NA,TRUE
rites of refusal,1,NA,NA
ritual of the returned,NA,NA,TRUE
riverwheel aerialists,NA,NA,TRUE
rix maadi guildmage,1,NA,NA
roar of challenge,2,NA,NA
roaring primadox,4,NA,NA
roaring slagwurm,1,NA,NA
roast,3,NA,NA
rod of ruin,NA,NA,TRUE
rogue's gloves,1,NA,NA
rogue's passage,2,NA,NA
roil elemental,1,NA,NA
roil spout,3,NA,NA
roiling terrain,2,NA,NA
roiling waters,NA,NA,TRUE
roilmage's trick,NA,NA,TRUE
roil's retribution,NA,NA,TRUE
rollick of abandon,NA,NA,TRUE
rolling spoil,1,NA,NA
rolling temblor,1,NA,NA
roofstalker wight,NA,NA,TRUE
root out,4,NA,NA
rootborn defenses,4,NA,NA
rootbound crag,1,NA,NA
rootgrapple,1,NA,NA
rootrunner,NA,NA,TRUE
rootwalla,NA,NA,TRUE
rootwater alligator,NA,NA,TRUE
rootwater diver,2,NA,TRUE
rot farm skeleton,5,NA,NA
rot shambler,2,NA,NA
rotcrown ghoul,NA,NA,TRUE
rotfeaster maggot,NA,NA,TRUE
rotted hulk,NA,NA,TRUE
rottenheart ghoul,NA,NA,TRUE
rotting fensnake,NA,NA,TRUE
rotting mastodon,NA,NA,TRUE
rouse,NA,NA,TRUE
rouse the mob,2,NA,NA
royal falcon,NA,NA,TRUE
rubbleback rhino,NA,NA,TRUE
rubblebelt maaka,4,NA,NA
rubblebelt raiders,1,NA,NA
rubblehulk,1,NA,NA
rugged highlands,6,NA,NA
ruin processor,4,NA,NA
ruination guide,4,NA,NA
ruination wurm,NA,NA,TRUE
ruinous gremlin,1,NA,TRUE
ruinous path,0,NA,NA
ruins of oran-rief,1,NA,NA
ruins of trokair,1,NA,NA
rumbling baloth,NA,NA,TRUE
rummaging goblin,4,NA,NA
run wild,NA,NA,TRUE
runaway carriage,NA,NA,TRUE
runechanter's pike,1,NA,NA
runeclaw bear,NA,NA,TRUE
runed servitor,0,NA,TRUE
runes of the deus,1,NA,NA
runner's bane,NA,NA,TRUE
rupture spire,2,NA,NA
"ruric thar, the unbowed",4,NA,NA
rush of adrenaline,2,NA,NA
rush of battle,4,NA,NA
rush of blood,1,NA,NA
rush of ice,4,NA,NA
rush of knowledge,3,NA,NA
rush of vitality,1,NA,NA
rushwood herbalist,NA,NA,TRUE
russet wolves,NA,NA,TRUE
rust scarab,NA,NA,TRUE
ruthless deathfang,2,NA,NA
ruthless instincts,NA,NA,TRUE
ruthless ripper,0,NA,TRUE
sabertooth outrider,NA,NA,TRUE
sabretooth tiger,NA,NA,TRUE
sacred foundry,1,NA,NA
sacred ground,1,NA,NA
sacred nectar,NA,NA,TRUE
sacred rites,NA,NA,TRUE
saddleback lagac,NA,NA,TRUE
safe passage,3,NA,NA
sage of hours,1,NA,NA
sage of shaila's claim,1,NA,NA
sage owl,1,NA,NA
sage-eye avengers,1,1,NA
sage-eye harrier,NA,NA,TRUE
sages of the anima,2,NA,NA
sage's reverie,1,NA,NA
sage's row denizen,5,NA,NA
sagu archer,NA,NA,TRUE
sagu mauler,2,NA,NA
sakura-tribe elder,2,NA,NA
salivating gremlins,NA,NA,TRUE
salt road ambushers,1,NA,NA
salt road patrol,NA,NA,TRUE
salt road quartermasters,NA,NA,TRUE
salvage drone,4,NA,NA
salvage scout,1,NA,NA
salvage scuttler,2,NA,NA
samite healer,NA,NA,TRUE
samite pilgrim,NA,NA,TRUE
sanctified charge,NA,NA,TRUE
sanctuary cat,NA,NA,TRUE
sandblast,4,NA,NA
sandcrafter mage,NA,NA,TRUE
sands of delirium,1,NA,NA
sandskin,NA,NA,TRUE
sandsteppe outcast,4,NA,NA
sandsteppe scavenger,NA,NA,TRUE
sandstone bridge,1,NA,NA
sandstorm,NA,NA,TRUE
sandstorm charger,NA,NA,TRUE
sangromancer,2,NA,NA
sanguimancy,4,NA,NA
sanguinary mage,3,NA,NA
sanguine bond,2,NA,NA
sanitarium skeleton,2,NA,NA
sanity grinding,2,NA,NA
sapphire drake,2,NA,NA
sapphire medallion,0,NA,NA
sarkhan's rage,NA,NA,TRUE
sarkhan's triumph,2,NA,NA
saruli gatekeepers,4,NA,NA
satyr firedancer,2,NA,NA
satyr grovedancer,NA,NA,TRUE
satyr hedonist,5,NA,NA
satyr hoplite,0,NA,NA
satyr nyx-smith,4,NA,NA
satyr piper,NA,NA,TRUE
satyr rambler,NA,NA,TRUE
satyr wayfinder,5,NA,NA
savage firecat,NA,NA,TRUE
savage knuckleblade,1,NA,NA
savage offensive,NA,NA,TRUE
savage punch,5,NA,NA
savage summoning,1,NA,NA
savage surge,NA,NA,TRUE
savage twister,2,NA,NA
savage ventmaw,3,NA,NA
saving grasp,3,NA,NA
scab-clan berserker,1,NA,NA
scab-clan charger,NA,NA,TRUE
scab-clan giant,NA,NA,TRUE
scalding devil,NA,NA,TRUE
scaldkin,NA,NA,TRUE
scale blessing,1,NA,NA
scaled wurm,NA,NA,TRUE
scaleguard sentinels,NA,NA,TRUE
scalpelexis,1,NA,NA
scandalmonger,NA,NA,TRUE
scathe zombies,NA,NA,TRUE
scatter arc,2,NA,NA
scatter the seeds,2,NA,NA
scattershot,NA,NA,TRUE
scavenger drake,1,NA,NA
scavenging ooze,0,NA,NA
schismotivate,NA,NA,TRUE
scholar of athreos,4,NA,NA
scion of the wild,1,NA,NA
scion of ugin,NA,NA,TRUE
scorch the fields,NA,NA,TRUE
scorched rusalka,NA,NA,TRUE
scorching spear,NA,NA,TRUE
scorned villager,1,NA,NA
scornful egotist,NA,NA,TRUE
scour from existence,4,NA,NA
scoured barrens,4,NA,NA
scourge devil,NA,NA,TRUE
scourge of fleets,4,NA,NA
scourge of skola vale,1,NA,NA
scourgemark,NA,NA,TRUE
scouring sands,4,NA,NA
scout the borders,4,NA,NA
scrapskin drake,NA,NA,TRUE
scrapyard mongrel,NA,NA,TRUE
scrapyard salvo,1,NA,NA
screaming seahawk,NA,NA,TRUE
screamreach brawler,4,NA,NA
screeching bat,NA,NA,TRUE
screeching buzzard,NA,NA,TRUE
screeching griffin,NA,NA,TRUE
screeching skaab,0,NA,NA
scroll of avacyn,2,NA,NA
scroll of griselbrand,NA,NA,TRUE
scroll of the masters,1,NA,NA
scroll thief,4,NA,NA
scute mob,1,NA,NA
scuzzback marauders,NA,NA,TRUE
scuzzback scrapper,NA,NA,TRUE
sea eagle,NA,NA,TRUE
sea gate oracle,2,NA,NA
sea god's revenge,4,NA,NA
sea serpent,NA,NA,TRUE
seacoast drake,NA,NA,TRUE
seagraf skaab,NA,NA,TRUE
seal of cleansing,1,NA,NA
seal of fire,1,NA,NA
sealock monster,5,NA,NA
search warrant,4,NA,NA
searchlight geist,NA,NA,TRUE
searing blood,2,NA,NA
searing light,NA,NA,TRUE
searing meditation,1,NA,NA
seasinger,1,NA,NA
seasoned marshal,NA,NA,TRUE
seasons past,0,NA,NA
secluded steppe,6,NA,NA
second guess,1,NA,NA
second harvest,1,NA,NA
secret plans,2,NA,NA
secure the wastes,1,NA,NA
security blockade,NA,NA,TRUE
sedge scorpion,NA,NA,TRUE
sedraxis alchemist,NA,1,NA
see beyond,1,NA,NA
see the unwritten,1,NA,NA
seed guardian,NA,NA,TRUE
seed spark,1,NA,NA
seeds of strength,NA,NA,TRUE
seedtime,1,NA,NA
seek the horizon,8,NA,NA
seek the wilds,4,NA,NA
